"Province.State","Country.Region","Lat","Long","date","cases","type"
"","Azerbaijan",40.1431,47.5769,2020-04-16,30,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-17,57,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-18,33,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-19,25,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-20,38,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-21,44,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-22,38,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-23,30,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-24,44,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-25,25,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-26,28,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-27,33,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-28,39,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-29,49,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-04-30,38,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-01,50,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-02,40,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-03,38,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-04,52,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-05,76,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-06,67,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-07,77,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-08,75,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-09,143,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-10,97,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-11,70,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-12,104,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-13,65,"confirmed"
"","Azerbaijan",40.1431,47.5769,2020-05-14,121,"confirmed"
